Species,Species_model,sla,lnm,lpm,CHELSA_bio10_1,CHELSA_bio10_4,CHELSA_bio10_12,CHELSA_bio10_15,PFTs,Realm,KG_classes,KG_classORD,Ancestral_DECJ_family,Ancestral_description_family
Tapirira_guianensis,Tapirira_guianensis,11.31871345,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,12.64216634,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,13.00341297,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,12.7443609,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,7.979949875,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,6.933753943,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,6.901234568,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,9.29468599,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,8.808429119,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,9.557894737,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.48,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,10.68122271,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,9.66122449,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.73913043,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,12.34653465,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.5174954,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,12.57655955,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,13.30031949,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.91338583,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.70063694,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,12.48587571,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.85907336,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,11.65859766,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,16.46560847,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,18.38043478,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tapirira_guianensis,Tapirira_guianensis,16.72030651,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,C,BWhWk
Tovomita_longifolia,Tovomita_longifolia,10.32809612,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.741525424,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.53129771,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,8.060356653,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,8.245192308,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.76169265,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.41277407,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.54501801,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.86661466,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.92347601,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.54330709,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.56468062,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.208310249,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.478208955,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.242496999,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.705949657,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.447645429,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.811146937,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,7.34648898,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.30487805,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.07811038,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,19.12699096,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,8.955470738,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.311818182,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,8.867028494,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,13.08289242,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.24340176,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.42413163,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.27899687,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.95597946,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.924214418,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.82588508,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.08501315,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,15.72103487,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.16132479,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.57754443,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.01540493,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,13.46491228,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,14.12207988,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,14.16348774,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,14.28,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,8.967139656,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,19.44757033,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.9784689,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.50664452,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.2568306,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.54660348,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.7972028,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.84369287,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,12.25496032,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.83925234,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,10.68190661,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,11.38888889,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.018823529,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,8.919144981,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.083765752,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.389455782,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.73964497,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Tovomita_longifolia,Tovomita_longifolia,9.200573066,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,B,BShSk
Trattinnickia_aspera,Trattinnickia_aspera,11.16238532,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,10.95177665,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,11.00501253,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,11.63306153,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,10.67621145,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,10.7787234,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT6,Panamanian,Am,AFM,C,BWhWk
Unonopsis_panamensis,Unonopsis_panamensis,10.2345679,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Unonopsis_panamensis,Unonopsis_panamensis,9.22752809,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Unonopsis_panamensis,Unonopsis_panamensis,7.5,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Unonopsis_panamensis,Unonopsis_panamensis,11.25707547,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Unonopsis_panamensis,Unonopsis_panamensis,11.29497908,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Unonopsis_panamensis,Unonopsis_panamensis,12.63218391,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,12.4248927,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,11.36842105,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,11.72827804,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,15.54362416,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,14.65780731,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,15.16233766,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,9.364312268,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,7.262975779,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,10.20603015,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,13.75977654,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,15.25333333,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_elongata,Virola_elongata,14.31538462,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_multiflora,Virola_multiflora,6.889361702,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_multiflora,Virola_multiflora,7.117764471,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_multiflora,Virola_multiflora,6.871621622,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_multiflora,Virola_multiflora,8.600938967,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_multiflora,Virola_multiflora,8.776595745,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_multiflora,Virola_multiflora,8.590361446,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,11.9005305,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.50778816,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,10.84320988,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.91277641,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.64210526,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.41797753,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,10.33275862,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,10.09643606,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.20581114,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,15.35,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.92818671,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,13.82526882,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,11.61612515,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,11.46026751,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,13.11001965,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.77099237,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
Virola_sebifera,Virola_sebifera,12.54091816,NA,NA,1.2983354206399347,-1.2462738920254668,1.8096584898438492,0.5730172241842174,PFT4,Panamanian,Am,AFM,D,Cfac
